id,name,park
233787,LITTLE FAWN GROUP CAMP,Deschutes National Forest
233788,QUINN MEADOW HORSE CAMP,Deschutes National Forest
233818,CAYUSE HORSE CAMP,Okanogan-Wenatchee National Forest
233820,CLARK CREEK ORGANIZATION CAMP,Willamette National Forest
233913,CANEBRAKE HORSE CAMP,National Forests in North Carolina
234049,COLD SPRINGS GROUP CAMP (OK) CHICKASAW NRA,Chickasaw National Recreation Area
234050,CENTRAL GROUP CAMP (OK) CHICKASAW NRA,Chickasaw National Recreation Area
234051,ROCK CREEK GROUP CAMP (OK) CHICKASAW NRA,Chickasaw National Recreation Area
234065,EVANS GROUP CAMP,Lake Roosevelt National Recreation Area
234109,OLD VIRGINIA GROUP HORSE CAMP,George Washington & Jefferson National Forest
234129,CRESCENT MINING CAMP,PSICC
234159,SNOW CAMP LOOKOUT,Rogue River-Siskiyou National Forest
234179,WHISKY CAMP GUARD STATION,Umpqua National Forest
234193,HAUSER SAND CAMPING,Siuslaw National Forest
234194,SILTCOOS SAND CAMPING,Siuslaw National Forest
234195,SOUTH JETTY SAND CAMPING,Siuslaw National Forest
234196,UMPQUA SAND CAMPING,Siuslaw National Forest
234200,HORSFALL SAND CAMPING,Siuslaw National Forest
234201,SPINREEL SAND CAMPING,Siuslaw National Forest
234289,CONTORTA POINT GROUP CAMP,Deschutes National Forest
234291,LARRY CREEK GROUP CAMP,Bitterroot National Forest
234374,WILLIS KNOB HORSE CAMP,Recreation - Chattahoochee-Oconee National Forest
234479,WHETSTONE HORSE CAMP,Francis Marion and Sumter National Forests
234499,Cedro Peak Camping Sites - Robin and Jay,Cibola National Forest and Grasslands
234514,LAKE SHORE GROUP CAMP,National Forests in Florida
234516,MILL DAM GROUP CAMP,National Forests in Florida
234714,CAMP GATEWAY - SANDY HOOK,Gateway National Recreation Area
234715,CAMP GATEWAY - STATEN ISLAND,Gateway National Recreation Area
234743,WASH CREEK HORSE CAMP,National Forests in North Carolina
234759,GROOM CREEK HORSE CAMP,Prescott National Forest
234765,Sunset Camp,Gifford Pinchot National Forest
234782,DALE HOLLOW LAKE - PRIMITIVE CAMPING,Dale Hollow Lake
249981,Voyageurs National Park Camping Permits,Voyageurs National Park
250024,CHILHOWEE GROUP CAMP,Cherokee National Forest
250860,Okefenokee National Wildlife Refuge Overnight Camping Permit,Okefenokee National Wildlife Refuge
251161,Roundup Group Horse Camp,Theodore Roosevelt National Park
251264,CAMP ROUND MEADOW,Catoctin Mountain Park
251454,Whispering Pines Horse Camp,Deschutes National Forest
251741,FOX CREEK HORSE CAMP,George Washington & Jefferson National Forest
251847,TWIN CREEK CAMPGROUND GROUP CAMPING SITE,Salmon-Challis National Forest
251874,CONGAREE NATIONAL PARK CAMPING,Congaree National Park
251883,KELSAY VALLEY HORSE CAMP,Umpqua National Forest
253459,DELTA NATIONAL FOREST - CAMPING,National Forests in Mississippi
253730,Cumberland Island National Seashore Camping Permits,Cumberland Island National Seashore
267072,CULTUS CORRAL HORSE CAMP,Deschutes National Forest
267554,THREE CREEKS MEADOW HORSE CAMP,Deschutes National Forest
269837,EL YUNQUE NATIONAL FOREST CAMP SITES,El Yunque National Forest
272243,SHEEP CAMP PRIMITIVE CAMPGROUND,Whiskeytown National Recreation Area
272244,HORSE CAMP PRIMITIVE CAMPGROUND,Whiskeytown National Recreation Area
273350,CAMP COOK DISPERSED CAMPSITE,Hiawatha National Forest
273878,CHINA CAMP CAMPGROUND,Los Padres National Forest
232540,CAMPBELL POINT,Table Rock Lake
10001432,Cottonwood Springs Campground,Cottonwood Springs Lake
10001451,Steel Creek Campground,Buffalo National River
10003362,Chinamen's Campground,Canyon Ferry Lake
10004300,Lakeside Campground (ND),Jamestown Reservoir
10004932,Gorge Lake Campground,North Cascades National Park
10008944,Greenville Campground,Plumas National Forest
10010172,Skunk Point Group Campground,SHASTA-TRINITY NATIONAL FOREST
118290,TUSHAR LAKESIDE CAMPGROUND,Fishlake National Forest
118994,GENTRY GROUP CAMPGROUND,Apache-Sitgreaves National Forest
119140,UNION CREEK CAMPGROUND - ROGUE RIVER,Rogue River-Siskiyou National Forest
119190,FISH LAKE CAMPGROUND - ROGUE RIVER,Rogue River-Siskiyou National Forest
119240,DOE POINT CAMPGROUND,Rogue River-Siskiyou National Forest
119290,WILLABY CAMPGROUND,Olympic National Forest
120990,HALFWAY GROUP CAMPGROUND,Sequoia National Forest
121040,THUNDERBIRD GROUP CAMPGROUND,Sequoia National Forest
121390,NASON CREEK CAMPGROUND,Okanogan-Wenatchee National Forest
121440,EIGHTMILE CAMPGROUND,Okanogan-Wenatchee National Forest
122240,LITTLE OAK CAMPGROUND,Cherokee National Forest
122490,ICE CAP CAMPGROUND,Willamette National Forest
122491,COUGAR CROSSING CAMPGROUND,Willamette National Forest
122890,EAGLE CREEK CAMPGROUND,Columbia River Gorge National Scenic Area
122940,WYETH CAMPGROUND,Columbia River Gorge National Scenic Area
123340,CIRCLE PARK CAMPGROUND,Bighorn National Forest
123390,HIDDEN HORSE EQUESTRIAN CAMPGROUND,Klamath National Forest
123440,LIMESTONE CAMPGROUND,Sequoia National Forest
126690,FRAZIER HORSE CAMPGROUND,Tonto National Forest
156340,TAILWATER EAST CAMPGROUND,Coralville Lake
231836,REUTER CAMPGROUND,Black Hills National Forest
231840,HORSETHIEF LAKE CAMPGROUND,Black Hills National Forest
231841,OREVILLE CAMPGROUND,Black Hills National Forest
231873,RED ROCKS GROUP CAMPGROUND,PSICC
231876,KELSEY CAMPGROUND,PSICC
231877,LONE ROCK CAMPGROUND (CO),PSICC
231878,MEADOWS GROUP CAMPGROUND,PSICC
231880,DIFFICULT CAMPGROUND,White River National Forest
231899,CEDAR SPRINGS CAMPGROUND,Ashley National Forest
231900,DEER RUN CAMPGROUND,Ashley National Forest
231901,DRIPPING SPRINGS CAMPGROUND (UT),Ashley National Forest
231902,DUTCH JOHN DRAW CAMPGROUND,Ashley National Forest
231903,FIREFIGHTERS CAMPGROUND,Ashley National Forest
231904,FIREHOLE CANYON CAMPGROUND,Ashley National Forest
231907,LUCERNE CAMPGROUND,Ashley National Forest
231908,MUSTANG RIDGE CAMPGROUND,Ashley National Forest
231909,MOON LAKE GROUP CAMPGROUND,Ashley National Forest
231913,New Fork Lake Group Campground,Bridger-Teton National Forest
231915,PINE LAKE CAMPGROUND,Dixie National Forest
231916,POSEY LAKE CAMPGROUND,Dixie National Forest
231940,LOST CREEK CAMPGROUND,Uinta-Wasatch-Cache National Forest
231945,TRIAL LAKE CAMPGROUND,Uinta-Wasatch-Cache National Forest
231959,PLASKETT CREEK CAMPGROUND,Los Padres National Forest
231961,UPPER OSO CAMPGROUND,Los Padres National Forest
231962,MCGILL CAMPGROUND AND GROUP CAMPGROUND,Los Padres National Forest
231984,HORSE CREEK GROUP CAMPGROUND,Willamette National Forest
232001,FLOWING WELL CAMPGROUND,Hiawatha National Forest
232028,CHEMEKETAN CAMPGROUND,Sawtooth National Forest
232029,CHRISTMAS MEADOWS CAMPGROUND,Uinta-Wasatch-Cache National Forest
232030,COON CREEK GROUP CAMPGROUND,San Bernardino National Forest
232033,The Dalles Campground,Mt. Baker-Snoqualmie National Forest
232035,Denny Creek Campground,Mt. Baker-Snoqualmie National Forest
232038,Douglas Fir Campground,Mt. Baker-Snoqualmie National Forest
232040,EASLEY CAMPGROUND,Sawtooth National Forest
232042,ELK CREEK CAMPGROUND (SAWTOOTH NF),Sawtooth National Forest
232050,GLACIER VIEW CAMPGROUND,Sawtooth National Forest
232059,Horseshoe Cove Campground,Mt. Baker-Snoqualmie National Forest
232066,LA VISTA CAMPGROUND - LAKE ISABEL,PSICC
232067,LAKEVIEW CAMPGROUND,PSICC
232071,MARSH LAKE CAMPGROUND,Uinta-Wasatch-Cache National Forest
232074,Money Creek Campground,Mt. Baker-Snoqualmie National Forest
232078,Pactola Reservoir Campground,Black Hills National Forest
232081,Panorama Point Campground,Mt. Baker-Snoqualmie National Forest
232082,Park Creek Campground,Mt. Baker-Snoqualmie National Forest
232085,POINT CAMPGROUND,Sawtooth National Forest
232089,REDMAN CAMPGROUND,Uinta-Wasatch-Cache National Forest
232091,SOUTH RUBY CAMPGROUND,Humboldt-Toiyabe National Forest Headquarters
232093,ST CHARLES CAMPGROUND - LAKE ISABEL,PSICC
232096,Shannon Creek Campground,Mt. Baker-Snoqualmie National Forest
232097,SHEEP TRAIL CAMPGROUND,Sawtooth National Forest
232099,Silver Fir Campground,Mt. Baker-Snoqualmie National Forest
232101,SOUTHSIDE CAMPGROUND - LAKE ISABEL,PSICC
232102,SPRING HOLLOW CAMPGROUND,Uinta-Wasatch-Cache National Forest
232108,SUNRISE CAMPGROUND,Uinta-Wasatch-Cache National Forest
232113,Tinkham Campground,Mt. Baker-Snoqualmie National Forest
232115,TONY GROVE CAMPGROUND,Uinta-Wasatch-Cache National Forest
232116,TRAP CREEK CAMPGROUND,Sawtooth National Forest
232118,Turlo Campground,Mt. Baker-Snoqualmie National Forest
232120,Verlot Campground,Mt. Baker-Snoqualmie National Forest
232141,SIGNAL CREEK CAMPGROUND,Tongass National Forest
232159,CHAPMAN CAMPGROUND AND GROUP,White River National Forest
232161,MORRIS HILL CAMPGROUND,George Washington & Jefferson National Forest
232172,WHITE LEDGE CAMPGROUND,White Mountain National Forest
232176,HASTINGS CAMPGROUND,White Mountain National Forest
232178,CAMPTON CAMPGROUND,White Mountain National Forest
232179,WATERVILLE CAMPGROUND,White Mountain National Forest
232212,FALLS CAMPGROUND,Caribou-Targhee National Forest
232214,FLORIDA CAMPGROUND (CO),San Juan National Forest
232241,TUFF CAMPGROUND,Inyo National Forest
232245,GRASSY FLAT CAMPGROUND,Six Rivers National Forest
232247,EAGLE CAMPGROUND,Lassen National Forest
232256,DAVIS LAKE CAMPGROUND,National Forests in Mississippi
232262,PIPI CAMPGROUND,Eldorado National Forest
232298,Silver Springs Campground,Mt. Baker-Snoqualmie National Forest
232308,OSCEOLA VISTA CAMPGROUND,White Mountain National Forest
232315,Troublesome Creek Campground,Mt. Baker-Snoqualmie National Forest
232316,PATRICK CREEK CAMPGROUND,Six Rivers National Forest
232319,COLWELL LAKE CAMPGROUND,Hiawatha National Forest
232320,PINE FLAT CAMPGROUND WEST,Coconino National Forest Recreation
232322,PANTHER FLAT CAMPGROUND,Six Rivers National Forest
232324,WILLIWAW CAMPGROUND,Chugach National Forest
232330,LAST CHANCE CAMPGROUND,Tongass National Forest
232335,ELKS FLAT CAMPGROUND,Boise National Forest
232340,COLORADO CAMPGROUND,PSICC
232342,HOLIDAY GROUP CAMPGROUND,Los Padres National Forest
232357,NORTH FORK CAMPGROUND,White River National Forest
232358,OUTLET CAMPGROUND,Sawtooth National Forest
232360,EAGLES NEST CAMPGROUND,Tongass National Forest
232364,LOWRY CAMPGROUND,White River National Forest
232367,CRAGS CAMPGROUND,Humboldt-Toiyabe National Forest Headquarters
232371,YUBA PASS CAMPGROUND,Tahoe National Forest
232381,COLUMBINE CAMPGROUND,Arapaho & Roosevelt National Forests Pawnee NG
232382,STATION CREEK CAMPGROUND,Bridger-Teton National Forest
232428,TRAILS END CAMPGROUND,Superior National Forest
232429,FLOUR LAKE CAMPGROUND,Superior National Forest
232433,Loft Mountain Campground,Shenandoah National Park
232445,WATCHMAN CAMPGROUND,Zion National Park
232455,DRY CREEK GROUP CAMPGROUND (Whiskeytown NRA),Whiskeytown National Recreation Area
232458,PLATTE RIVER CAMPGROUND,Sleeping Bear Dunes National Lakeshore
232460,Dorst Creek Campground-Sequoia and Kings Canyon National Park,Sequoia & Kings Canyon National Parks
232461,Lodgepole Campground-Sequoia and Kings Canyon National Park,Sequoia & Kings Canyon National Parks
232463,MORAINE PARK CAMPGROUND,Rocky Mountain National Park
232465,OHANAPECOSH CAMPGROUND,Mount Rainier National Park
232466,COUGAR ROCK CAMPGROUND,Mount Rainier National Park
232467,MAMMOTH CAVE CAMPGROUND,Mammoth Cave National Park
232472,INDIAN COVE CAMPGROUND,Joshua Tree National Park
232474,GREENBELT CAMPGROUND,Greenbelt Park
232479,COSBY CAMPGROUND,Great Smoky Mountains National Park
232486,SMOKEMONT CAMPGROUND,Great Smoky Mountains National Park
232487,ELKMONT CAMPGROUND,Great Smoky Mountains National Park
232489,NORTH RIM CAMPGROUND,Grand Canyon National Park
232490,MATHER CAMPGROUND,Grand Canyon National Park
232491,KIRBY COVE CAMPGROUND,Golden Gate National Recreation Area
232492,ST. MARY CAMPGROUND,Glacier National Park
232493,FISH CREEK CAMPGROUND,Glacier National Park
232503,POPLAR GROVE YOUTH GROUP CAMPGROUND,Catoctin Mountain Park
232504,OCRACOKE CAMPGROUND,Cape Hatteras National Seashore
232509,OHANAPECOSH GROUP CAMPGROUND,Mount Rainier National Park
232510,COUGAR ROCK GROUP CAMPGROUND,Mount Rainier National Park
232563,CUMBERLAND POINT CAMPGROUND,Lake Cumberland
232575,DOLL MT. CAMPGROUND,Carters Lake
232582,MILLERS FERRY CAMPGROUND,Alabama River Lakes
232587,FISHING CREEK CAMPGROUND,Lake Cumberland
232615,KENDALL CAMPGROUND,Lake Cumberland
232623,LILLYDALE CAMPGROUND AND DAY USE,Dale Hollow Lake
232625,LITTCARR CAMPGROUND,Carr Creek Lake
232639,MCKINNEY CAMPGROUND,Allatoona Lake
232722,TOWN CREEK CAMPGROUND - WEST POINT - MS,Tennessee-Tombigbee Waterway
232730,VICTORIA CAMPGROUND,Allatoona Lake
232733,WAITSBORO CAMPGROUND,Lake Cumberland
232741,WHITE OAK (CREEK) CAMPGROUND,Walter F. George Lake
232747,WILLOW GROVE CAMPGROUND,Dale Hollow Lake
232751,WOODRING CAMPGROUND,Carters Lake
232756,FIR TOP CAMPGROUND,Tahoe National Forest
232757,FINDLEY CAMPGROUND,Tahoe National Forest
232759,WOODCAMP CAMPGROUND,Tahoe National Forest
232766,PASS CREEK CAMPGROUND,Tahoe National Forest
232767,EAST MEADOW CAMPGROUND,Tahoe National Forest
232769,FALLEN LEAF CAMPGROUND,Lake Tahoe Basin Management Unit
232774,RATTIN CAMPGROUND,Custer National Forest
232799,Moss Creek campground,Gifford Pinchot National Forest
232800,Oklahoma campground,Gifford Pinchot National Forest
232821,DORABELLE CAMPGROUND,Sierra National Forest
232834,RILEY HORSE CAMPGROUND,Mt. Hood National Forest
232852,North Fork Campground (WA),Gifford Pinchot National Forest
232853,Iron Creek Campground,Gifford Pinchot National Forest
232855,Tower Rock Campground,Gifford Pinchot National Forest
232858,LOGGER CAMPGROUND,Tahoe National Forest
232860,Walupt Lake Campground,Gifford Pinchot National Forest
232861,Takhlakh Lake Campground,Gifford Pinchot National Forest
232862,Paradise Creek campground,Gifford Pinchot National Forest
232863,JOE GRAHAM HORSE CAMPGROUND,Mt. Hood National Forest
232874,WILLIAM KENT CAMPGROUND,Lake Tahoe Basin Management Unit
232875,KASPIAN CAMPGROUND,Lake Tahoe Basin Management Unit
232878,FORKS CAMPGROUND,Sierra National Forest
232881,SOQUEL CAMPGROUND,Sierra National Forest
232890,FAIRVIEW CAMPGROUND,Sequoia National Forest
232891,GOLDLEDGE CAMPGROUND,Sequoia National Forest
232895,Peterson Prairie Campground,Gifford Pinchot National Forest
232899,NARROWS CAMPGROUND,Bridger-Teton National Forest
232901,CHRISTIE CAMPGROUND,Lassen National Forest
232902,MERRILL CAMPGROUND,Lassen National Forest
232916,WEST EAGLE CAMPGROUND,Lassen National Forest
233103,Panther Creek campground,Gifford Pinchot National Forest
233110,TAHKENITCH CAMPGROUND,Siuslaw National Forest
233111,TYEE CAMPGROUND,Siuslaw National Forest
233112,EEL CREEK CAMPGROUND,Siuslaw National Forest
233115,UNION CREEK CAMPGROUND,Wallowa Whitman National Forest
233116,KIRK CREEK CAMPGROUND,Los Padres National Forest
233118,PONDEROSA CAMPGROUND,Los Padres National Forest
233130,LITTLE LASIER MEADOWS CAMPGROUND,Tahoe National Forest
233131,RAINBOW POINT CAMPGROUND,Custer Gallatin National Forest
233144,WINNIE CAMPGROUND,Chippewa National Forest
233147,Sawbill Lake Campground - Superior National Forest,Superior National Forest
233153,Eagleview Group Campground (Reservation),North Umpqua Wild and Scenic River
233154,Lone Pine Group Campground (Reservation),North Umpqua Wild and Scenic River
233161,MASTERSON GROUP CAMPGROUND,Mendocino National Forest
233162,GRAY PINE GROUP CAMPGROUND,Mendocino National Forest
233174,PETES LAKE CAMPGROUND,Hiawatha National Forest
233185,KENOSHA PASS CAMPGROUND,PSICC
233189,JUMBO CAMPGROUND,Grand Mesa Uncompahgre and Gunnison National Forest
233192,Cinder Hill Campground,Deschutes National Forest
233193,Gull Point Campground,Deschutes National Forest
233195,Trapper Creek Campground,Sequoia National Forest
233196,Paulina Lake Campground,Deschutes National Forest
233197,SMILING RIVER CAMPGROUND,Deschutes National Forest
233218,FIR COVE CAMPGROUND,Six Rivers National Forest
233230,PEACE VALLEY CAMPGROUND,Boise National Forest
233235,REVERSED CREEK CAMPGROUND,Inyo National Forest
233236,MUD LAKE CAMPGROUND,Wallowa Whitman National Forest
233238,WOODBINE CAMPGROUND,Custer National Forest
233246,GRAHAM CREEK CAMPGROUND,San Juan National Forest
233250,CAYTON CAMPGROUND,San Juan National Forest
233251,WEST DOLORES CAMPGROUND,San Juan National Forest
233253,MONUMENT CAMPGROUND,Huron-Manistee National Forests
233254,HAVILAND LAKE CAMPGROUND,San Juan National Forest
233255,ROLLWAYS CAMPGROUND,Huron-Manistee National Forests
233265,NORTH CANYON CAMPGROUND,San Juan National Forest
233268,WEST FORK CAMPGROUND,San Juan National Forest
233269,EAST FORK CAMPGROUND,San Juan National Forest
233277,STARKEY CAMPGROUND,Beaver Lake
233278,INDIAN CREEK CAMPGROUND,Beaver Lake
233279,WAR EAGLE CAMPGROUND,Beaver Lake
233281,PINE POINT CAMPGROUND,San Juan National Forest
233284,CATALOOCHEE CAMPGROUND,Great Smoky Mountains National Park
233285,PONDEROSA COVE CAMPGROUND,Eldorado National Forest
233288,NORTH FORK CAMPGROUND - St. CHARLES CANYON,Caribou-Targhee National Forest
233290,DAVIS CANYON CAMPGROUND,Caribou-Targhee National Forest
233292,CLEARWATER CAMPGROUND,Shoshone National Forest
233293,THREEMILE CAMPGROUND,Shoshone National Forest
233294,HOUSE ROCK CAMPGROUND,Willamette National Forest
233295,TROUT CREEK CAMPGROUND,Willamette National Forest
233297,Swift Creek Campground,Mt. Baker-Snoqualmie National Forest
233300,OBSERVATORY CAMPGROUND,Cleveland National Forest
233303,FRY CREEK CAMPGROUND,Cleveland National Forest
233306,EAGLE RIDGE GROUP CAMPGROUND,Prescott National Forest
233308,HURRICANE CAMPGROUND,George Washington & Jefferson National Forest
233312,CEDAR POINT CAMPGROUND,National Forests in North Carolina
233314,TRIMMER CAMPGROUND,Pine Flat Lake
233323,SPRING DRIVE RV CAMPGROUND,Mt. Hood National Forest
233324,Rocky Knob Campground,Blue Ridge Parkway
233327,HOPEWELL LAKE CAMPGROUND,Carson National Forest
233331,LONESOMEHURST CAMPGROUND,Custer Gallatin National Forest
233343,CHERRY HILL CAMPGROUND,Francis Marion and Sumter National Forests
233344,MARY SMITH CAMPGROUND,SHASTA-TRINITY NATIONAL FOREST
233347,MINERSVILLE CAMPGROUND,SHASTA-TRINITY NATIONAL FOREST
233349,EDNA CREEK CAMPGROUND,Boise National Forest
233350,TARGET TREE CAMPGROUND,San Juan National Forest
233351,CHINQUAPIN GROUP CAMPGROUND,Rogue River-Siskiyou National Forest
233359,Point Reyes National Seashore Campground,Point Reyes National Seashore
233360,MCGREGOR LAKE CAMPGROUND,Kootenai National Forest
233361,SULPHUR CAMPGROUND,Uinta-Wasatch-Cache National Forest
233363,ESHOM CAMPGROUND,Sequoia National Forest
233366,MEADOW GROUP CAMPGROUND,Angeles National Forest
233369,Doughton Park Campground,Blue Ridge Parkway
233371,KENTS LAKE CAMPGROUND,Fishlake National Forest
233372,MANZANITA LAKE GROUP CAMPGROUND,Lassen Volcanic National Park
233379,OAK RIDGE CAMPGROUND,Prince William Forest Park
233381,CIRCLE X RANCH GROUP CAMPGROUND,Santa Monica Mountains National Recreation Area
233384,COHO CAMPGROUND,Olympic National Forest
233385,TWIN LAKE CAMPGROUND,Manti-La Sal National Forest
233387,ISLAND LAKE CAMPGROUND,Grand Mesa Uncompahgre and Gunnison National Forest
233388,FAWN LAKES CAMPGROUND,Carson National Forest
